,Date,text,label,score
59,2022-04-29 10:32:06+00:00,"Russian forces are making “slow and uneven” progress in fierce fighting in the Donbas region of eastern Ukraine, but are still struggling to overcome the same supply line problems that hampered their initial offensive, a Pentagon official said. http",Negative,0.5278947949409485
60,2022-04-29 10:25:05+00:00,"The Jets made a trade to add a third first-round pick in the NFL draft on Thursday, using it to select the Florida State defensive end Jermaine Johnson II at No. 26. http",Neutral,0.9337778091430664
61,2022-04-29 10:20:07+00:00,"An equine influenza virus likely caused the mysterious respiratory disease that has killed at least 95 wild horses and forced a holding facility in Colorado to go under quarantine, the Bureau of Land Management said.
http",Negative,0.8260002136230469
62,2022-04-29 10:10:05+00:00,"The eurozone economy grew by 0.2% during the first three months of the year as rising prices, flagging consumer confidence related to the war in Ukraine and supply chain disruptions dragged the region’s recovery from the pandemic. http",Neutral,0.757809579372406
63,2022-04-29 10:05:06+00:00,"The Titans selected Treylon Burks, a wide receiver from Arkansas, with the No. 18 pick in the first round of the NFL draft. The move was enabled by the blockbuster trade of AJ Brown to the Philadelphia Eagles. http",Neutral,0.8182067275047302
64,2022-04-29 10:00:05+00:00,"Ireland’s latest census included a blank box for people to leave a message for the future. These so-called time capsules will be sealed away, to be revealed in 100 years.
http",Neutral,0.6345428824424744
65,2022-04-29 09:50:06+00:00,The Baltimore Ravens selected the Iowa center Tyler Linderbaum with the No. 25 pick in the first round of the NFL draft on Thursday. http,Neutral,0.9367964863777161
66,2022-04-29 09:29:03+00:00,"Ukraine published the names and photos of 10 Russian soldiers whom they accuse of kidnapping and torturing unarmed civilians in the town of Bucha, the most detailed accusation yet against Russian forces in Ukraine.
http http",Negative,0.6826573610305786
67,2022-04-29 09:15:06+00:00,Here's a look at some of the highlights worth watching from late-night TV. http,Neutral,0.7475588321685791
68,2022-04-29 08:54:27+00:00,"Ukraine’s Holocaust survivors have early memories of fleeing bombs or hearing about massacres of other Jews, including their relatives.

Now elderly and fragile, they are escaping war once more. But this time they are seeking safety in Germany.
http",Negative,0.5985944867134094
69,2022-04-29 08:32:08+00:00,"The premier of the British Virgin Islands was arrested on Thursday in Miami on drug trafficking and money laundering charges, the authorities said. http",Negative,0.5240335464477539
70,2022-04-29 08:00:09+00:00,"No matter how stocked your vacation rental may be, here are five items @user suggests you bring with you, just in case. http http",Neutral,0.6356790065765381
71,2022-04-29 07:28:07+00:00,"A day after Russia cut off gas supplies to Poland and Bulgaria, the German chancellor, Olaf Scholz, said that Germany could be next. “We have to be ready for it,” he said. http",Neutral,0.8482487201690674
72,2022-04-29 07:00:15+00:00,"The British military will send 8,000 troops to Europe as part of a larger allied deployment, the Joint Expeditionary Force, to deter further Russian aggression, officials said. http",Neutral,0.9322313070297241
73,2022-04-29 06:00:06+00:00,"Russia struck Kyiv with missiles after weeks of peace in Ukraine’s capital, showing that it would not relent in its assault. President Biden asked Congress to authorize $33 billion more in aid for Ukraine.

Follow live updates. http",Neutral,0.597536027431488
74,2022-04-29 05:00:10+00:00,"""Youth is a mind-set that Martha is still really owning."" Martha Stewart is the new face of skin care on TikTok. http",Positive,0.5246109366416931
75,2022-04-29 04:40:06+00:00,"In a year when control of Congress is at stake and the Republican Party is dominated by the right, Senator Lisa Murkowski of Alaska is running for re-election by leaning into her bipartisan ties as a proud GOP moderate willing to defy party orthodoxy. http",Neutral,0.7762607336044312
76,2022-04-29 04:00:11+00:00,Probiotic supplements that claim to prevent or treat common vaginal problems like yeast infections and bacterial vaginosis are lining drugstore shelves and online marketplaces. But do they work? Here's what experts say. http,Neutral,0.7843889594078064
77,2022-04-29 03:40:03+00:00,"In Opinion
“When I look at the broader cultural landscape, I feel isolated in my permissiveness,” writes Matt Gross. “Parents — or at least the parents who seem to win media attention — are freaking out over everything their kids see, read and do.”
http",Negative,0.6354057788848877
78,2022-04-29 03:00:03+00:00,"The Ukrainian soprano Liudmyla Monastyrska, replacing the Russian soprano Anna Netrebko in “Turandot” at the Metropolitan Opera, is using her platform to defend her country. “I was surprised, but I felt it was important for me to sing,” Monastyrska said. http",Neutral,0.727367103099823
79,2022-04-29 03:00:02+00:00,"President Biden signaled a vast increase in America’s commitment to defeating Russia in Ukraine on Thursday as he asked Congress to authorize $33 billion for more artillery, antitank weapons and other hardware as well as economic and humanitarian aid. http",Positive,0.7299222350120544
80,2022-04-29 02:40:02+00:00,"Masks will again be required on Bay Area Rapid Transit, making the largest transit system in the San Francisco area the only one currently enforcing a masking requirement.
http",Neutral,0.8617662191390991
81,2022-04-29 02:30:04+00:00,"Russian forces are making “slow and uneven” progress in fierce fighting in the Donbas region of eastern Ukraine, but are still struggling to overcome the same supply line problems that hampered their initial offensive, a Pentagon official said. http",Negative,0.5278947949409485
82,2022-04-29 02:10:02+00:00,"The premier of the British Virgin Islands was arrested on Thursday in Miami on drug trafficking and money laundering charges, the authorities said. http",Negative,0.5240335464477539
83,2022-04-29 02:00:07+00:00,"In Michigan, the Republican old guard is protesting the direction of the party after it put forward two candidates endorsed by Donald Trump — both outspoken about 2020 election falsehoods — for attorney general and secretary of state. http",Negative,0.7757764458656311
84,2022-04-29 01:40:03+00:00,"Airbnb told employees that they would have the option to permanently work remotely, joining a number of companies that have ditched return-to-office plans. U.S. employees can also move to anywhere in the country without a reduction to their compensation. http",Neutral,0.8766911625862122
85,2022-04-29 01:30:03+00:00,"A shipment of five million honeybees was diverted to Atlanta and left out on a hot tarmac. Local beekeepers tried to come to the rescue, but very few survived. http",Negative,0.7880591154098511
86,2022-04-29 01:10:04+00:00,"Russian forces carried out an airstrike on Thursday on a residential neighborhood in the central Ukrainian city of Zaporizhzhia, Ukrainian authorities said, obliterating nearly an entire block of single-family homes, though no residents were killed. http http",Negative,0.6757068037986755
87,2022-04-29 01:00:07+00:00,"New York City has canceled one of three homeless shelters it planned to open in Chinatown after resistance from residents who feared that more shelters would mean an increase in anti-Asian hate crimes, many of which have been linked to homeless people.
http",Negative,0.7513625025749207
88,2022-04-29 00:26:21+00:00,"The Jacksonville Jaguars selected Travon Walker, a defensive lineman from Georgia, with the No. 1 pick in the NFL draft. 

Follow live NFL draft updates here. 
http",Neutral,0.9277200698852539
89,2022-04-29 00:20:06+00:00,"A study found that for predicting some dog behaviors, breed is essentially useless, and for most, not very good. http http",Negative,0.7860580682754517
90,2022-04-29 00:00:05+00:00,A jury in Colorado awarded $8.75 million on Wednesday to the plaintiffs in a civil lawsuit who accused a former fertility doctor of using his own sperm to impregnate at least a dozen women via artificial insemination over more than two decades. http,Neutral,0.5210466384887695
91,2022-04-28 23:40:06+00:00,"Sheryl Crow battled sexism in the music industry and darkness for decades. Now, she’s telling her story in a new documentary: “I see myself as a person, as opposed to who I saw myself as at the time, which was an artist and a woman fronting a company.” http",Neutral,0.7762696146965027
92,2022-04-28 23:00:11+00:00,"Republicans' new fake threat: GOP candidates in Ohio and elsewhere have created a new stolen election fiction by falsely saying that undocumented immigrants are committing voter fraud, a claim that has been repeatedly discredited. http",Negative,0.8354433178901672
93,2022-04-28 22:40:06+00:00,"Walter Isaacson, who wrote about Benjamin Franklin and Steve Jobs, is working on a new biography about Elon Musk. It’s like “trying to take notes while drinking from a fire hose,” he said. http",Neutral,0.8389816880226135
94,2022-04-28 22:00:18+00:00,"Ramadan is a time of community, when friends, families and even strangers come together to break their fast. The iftar meal is a chance to take stock at a moment when many say that Sudan is drifting perilously, leaving them uncertain what comes next. http",Neutral,0.8204743266105652
95,2022-04-28 21:55:04+00:00,"James Corden, who has hosted “The Late Late Show” since 2015, will leave the CBS show next year. Signature bits like “Carpool Karaoke” made him an overnight star. http",Neutral,0.7761395573616028
96,2022-04-28 21:50:11+00:00,"The city of Redmond, Washington, has reached a $7.5 million settlement with the family of Andrea Thomas Churna, 39, who was fatally shot in her apartment building in September 2020 by a police officer who responded to her 911 call for help. http",Neutral,0.8537760972976685
97,2022-04-28 21:32:26+00:00,Breaking News: Oklahoma lawmakers approved a bill banning abortions after about six weeks of pregnancy. The ban would limit access for women in the state and those coming there to work around increasingly strict laws in the South. http,Negative,0.6431893110275269
98,2022-04-28 21:15:06+00:00,"Victims of discrimination that is forbidden by four federal statutes may not sue if the only harm was emotional distress, the Supreme Court ruled on Thursday. The decision was split, 6 to 3, along ideological lines. http",Neutral,0.6233788132667542
99,2022-04-28 21:00:09+00:00,"In states like Pennsylvania, Nevada and Georgia, the battle over sweeping new restrictions on voting are spilling into the midterm elections — many Republicans driving the clampdown are on the ballot themselves this year.
http",Neutral,0.5879433155059814
100,2022-04-28 20:40:05+00:00,"Florida has enacted new restrictions on abortion, curriculum, sexual orientation, gender identity and even Disney. Under Gov. Ron DeSantis, the state’s political identity has turned into a laboratory of possibility for the political right. http",Neutral,0.5247517824172974
101,2022-04-28 20:20:09+00:00,"President Biden is considering wiping out some student loan debt and will make a decision soon, he said. The amount would not be $50,000 per borrower, which some Democrats and advocates are pushing for as a way to address economic and racial disparities.
http",Neutral,0.8560608625411987
102,2022-04-28 20:00:05+00:00,"The release of a former U.S. Marine as part of a prisoner exchange with Russia on Tuesday brought fresh attention to the cases of other Americans who are still detained in Russia, including Brittney Griner. Here's what we know so far about her case. http",Neutral,0.948738157749176
103,2022-04-28 19:45:03+00:00,"Is the coronavirus now endemic? Officials in Mexico, the EU and elsewhere have recently said they are moving on from the acute phase of the pandemic. As other global leaders urge caution, we examined what it means for a disease to be endemic. http",Neutral,0.7607426643371582
104,2022-04-28 19:30:13+00:00,"Despite the tens of thousands of lawsuits filed against the company over concerns about asbestos contamination, Johnson &amp; Johnson’s investors voted against a proposal to discontinue global sales of its talc baby powder. http",Negative,0.623500645160675
105,2022-04-28 19:15:05+00:00,Twitter executives and content moderators warned that Elon Musk doesn’t understand the issues that can arise if he drops the app’s guardrails around speech. http,Negative,0.5954586863517761
106,2022-04-28 19:00:09+00:00,"The oceans could experience a mass extinction by 2300 if fossil fuel emissions continue to rise, a study found. The species loss would be on par with the mass extinction that wiped out the dinosaurs — but there is still time to avoid it. http",Negative,0.6515969634056091
107,2022-04-28 18:40:07+00:00,"“The cost of this fight is not cheap,” President Biden said on Thursday as he called on Congress to approve $33 billion in additional aid for Ukraine, arguing that American weapons and humanitarian assistance are helping to beat back Russian forces. http http",Neutral,0.6624370813369751
108,2022-04-28 18:20:08+00:00,"Measles cases have surged by nearly 80% worldwide so far this year, a dire consequence of pandemic-related disruptions to childhood vaccinations, the UN Children’s Fund and the WHO said. http",Negative,0.754727303981781
109,2022-04-28 18:00:13+00:00,"France’s traditional left- and right-wing parties provided three-quarters of the country’s presidents and nearly all of its prime ministers since the 1950s. But in the first round of April’s presidential election, they got less than 7% of the vote. http",Neutral,0.7874290347099304
110,2022-04-28 17:45:07+00:00,"As unions decline and many members maintain support for Donald Trump, Democrats like Rep. Marcy Kaptur of Ohio are finding their base of support eroding. And now, a new Republican-drawn district outside Cleveland has robbed her of reliable votes. http",Negative,0.8284584283828735
111,2022-04-28 17:30:05+00:00,The Snapchat maker unveiled a pocket-size drone camera on Thursday called Pixy that it’s selling for $229.99. http,Neutral,0.792826235294342
112,2022-04-28 17:20:07+00:00,"President Biden asked Congress on Thursday for $33 billion in additional aid for Ukraine, saying “the cost of this fight is not cheap,” but that, “caving to aggression is going to be more costly if we allow it to happen.” http http",Negative,0.5449105501174927
113,2022-04-28 17:00:14+00:00,"“There’s definitely a sci-fi element to it,” an engineer who worked on Perseverance’s parachute system said of photographs released on Wednesday. “It exudes otherworldly, doesn’t it?”
http http",Positive,0.6128549575805664
114,2022-04-28 16:30:06+00:00,"The FDA announced a plan to ban sales of menthol-flavored cigarettes. Public health experts say the proposal could save hundreds of thousands of lives, especially among Black smokers — 85% of whom use menthol products. http http",Neutral,0.5521228313446045
115,2022-04-28 16:25:05+00:00,"The son of the novelist Paul Auster, Daniel Auster, who was charged in the death of his 10-month-old daughter from heroin and fentanyl exposure, died on Tuesday following a drug overdose, two law enforcement officials said. http",Negative,0.5552827715873718
116,2022-04-28 16:00:08+00:00,"Frankie Light is one of the newest “YouTube polyglots.” He studies languages and practices them in New York, enlisting strangers as impromptu conversational partners: “I wanted to prove that I could do something challenging if I put my mind to it.” http",Positive,0.6958259344100952
117,2022-04-28 15:42:43+00:00,"Breaking News: The FDA announced a plan to ban sales of menthol-flavored cigarettes. Public health experts say the proposal could save hundreds of thousands of lives, especially among Black smokers — 85% of whom use menthol products. http",Neutral,0.5127576589584351
118,2022-04-28 15:40:35+00:00,"Over the past 15 years, many college-educated workers have experienced a gap between their expectations and their job prospects. Now, they’re fighting back by unionizing, raising the possibility of a once-in-a-century revival of the labor movement. http",Neutral,0.7542998194694519
119,2022-04-28 15:30:16+00:00,"In Opinion

President Biden has done more for rural America than Donald Trump ever did, Robert Leonard, an author, writes in a guest essay. ""The rural economy is stronger, wages are higher and infrastructure projects are popping up all over."" http",Positive,0.8127962350845337
120,2022-04-28 15:25:20+00:00,"“The cost of this fight is not cheap, but caving to aggression is going to be more costly if we allow it to happen,” President Biden said in a speech on Russia’s war in Ukraine.

Watch live, with analysis from our reporters. http",Negative,0.6903030276298523
121,2022-04-28 15:15:01+00:00,"Twitter reported $1.2 billion in revenue for the first three months of the year, up 16% from a year before but lower than the 20% growth rate the company predicted for the year, giving Elon Musk an up-close look at the strength of his newest business. http",Positive,0.7524280548095703
122,2022-04-28 15:01:29+00:00,"Breaking News: President Biden asked Congress for $33 billion more to aid Ukraine. The request is more than twice the size of the $13.6 billion package lawmakers approved and Biden signed last month. 

Follow live updates: http",Neutral,0.8079131245613098
123,2022-04-28 15:01:05+00:00,"Covid lockdowns have snarled logistics and increased unemployment across China, prompting the country’s leaders this week to order a wide range of measures to try and stop the economy slowing further.
http",Negative,0.6652973890304565
124,2022-04-28 14:42:03+00:00,"An Afghan immigrant stabbed three clerics in Iran last month, killing two of them. The attack set off a chain of events that has spiraled into ethnic tensions, a diplomatic crisis between the two countries and both sending troops to their shared border.
http",Negative,0.874139130115509
125,2022-04-28 14:30:14+00:00,Breaking News: President Biden will propose making it easier for the U.S. to seize assets of Russian oligarchs and use the proceeds to help Ukraine in its war against Russia. http,Neutral,0.8822396397590637
126,2022-04-28 14:27:04+00:00,"""If something needed to get done, and you knew it had to get done, it was Timmy,"" said a colleague of Timmy Klein, a firefighter who died in a Brooklyn blaze.

He will be buried three years after giving a eulogy for a friend who died in the line of duty. http",Neutral,0.7293314933776855
127,2022-04-28 14:01:08+00:00,"“Call My Agent!,” a French show about a Parisian talent agency, became a global hit after it appeared on Netflix in 2016.

A British version, “Ten Percent,” will premiere on Friday on Sundance Now and AMC+ in the U.S. and on Amazon in Britain and Canada.
http",Neutral,0.6181397438049316
128,2022-04-28 13:51:06+00:00,"At least 85 wild horses have died from an “unknown yet highly contagious” disease at a facility in Colorado, the Bureau of Land Management said.

It’s the second time in recent weeks that the bureau closed a horse facility because of widespread illness.
http",Negative,0.8603613972663879
129,2022-04-28 13:38:03+00:00,"Medicare Advantage plans deny needed care that should be covered to tens of thousands of people a year, U.S. investigators found.
http",Negative,0.6679175496101379
130,2022-04-28 13:30:14+00:00,"In Opinion

""One need not find Elon Musk personally or politically appealing to appreciate that his contributions to humanity could end up being profound,"" Farhad Manjoo writes. http",Neutral,0.530692994594574
